,County,Population,State,mergedkeycol,Housing Data.Residing in Group Quarters,Housing Data.Total Housing Units,Vehicle Access.1 Mile,Vehicle Access.1/2 Mile,Vehicle Access.10 Miles,Vehicle Access.20 Miles,Low Access Numbers.Children.1 Mile,Low Access Numbers.Children.1/2 Mile,Low Access Numbers.Children.10 Miles,Low Access Numbers.Children.20 Miles,Low Access Numbers.Low Income People.1 Mile,Low Access Numbers.Low Income People.1/2 Mile,Low Access Numbers.Low Income People.10 Miles,Low Access Numbers.Low Income People.20 Miles,Low Access Numbers.People.1 Mile,Low Access Numbers.People.1/2 Mile,Low Access Numbers.People.10 Miles,Low Access Numbers.People.20 Miles,Low Access Numbers.Seniors.1 Mile,Low Access Numbers.Seniors.1/2 Mile,Low Access Numbers.Seniors.10 Miles,Low Access Numbers.Seniors.20 Miles,Age.Percent 65 and Older,Age.Percent Under 18 Years,Age.Percent Under 5 Years,Education.Bachelor's Degree or Higher,Education.High School or Higher,Employment.Nonemployer Establishments,Ethnicities.American Indian and Alaska Native Alone,Ethnicities.Asian Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Ethnicities.Native Hawaiian and Other Pacific Islander Alone,Ethnicities.Two or More Races,Ethnicities.White Alone,Ethnicities.White Alone	 not Hispanic or Latino,Housing.Homeownership Rate,Housing.Households,Housing.Housing Units,Housing.Median Value of Owner-Occupied Units,Housing.Persons per Household,Income.Median Houseold Income,Income.Per Capita Income,Miscellaneous.Foreign Born,Miscellaneous.Land Area,Miscellaneous.Language Other than English at Home,Miscellaneous.Living in Same House +1 Years,Miscellaneous.Manufacturers Shipments,Miscellaneous.Mean Travel Time to Work,Miscellaneous.Percent Female,Miscellaneous.Veterans,Population.2020 Population,Population.2010 Population,Population.Population per Square Mile,Sales.Accommodation and Food Services Sales,Sales.Retail Sales,Employment.Firms.Total,Employment.Firms.Women-Owned,Employment.Firms.Men-Owned,Employment.Firms.Minority-Owned,Employment.Firms.Nonminority-Owned,Employment.Firms.Veteran-Owned,Employment.Firms.Nonveteran-Owned
53,pickenscounty,19746,al,pickenscountyal,334,8012,530,683,26.0,0,3229,4094,185,0,6606,8181,295,0,14454.0,17773,820,0,2365,2967.0,136,0,19.5,19.4,5.1,14.1,81.5,1102.0,0.3,0.3,40.0,5.2,0.4,1.1,58.0,53.6,75.3,7637.0,9647.0,96000.0,2.41,39848,23024,3.4,881.41,5.0,90.1,740163.0,33.2,49.8,1202.0,19123,19746,22.4,44746.0,100573.0,1489,585,796,496.0,966,158,1297
54,pikecounty,32899,al,pikecountyal,1963,13210,434,803,23.0,0,4375,5808,332,0,8707,14468,547,0,19385.0,28403,1382,0,2677,3497.0,229,0,15.2,19.0,5.3,23.7,85.0,1734.0,0.7,1.9,37.8,2.4,0.1,2.0,57.5,55.8,62.3,11601.0,16273.0,120000.0,2.71,37446,22453,4.2,672.09,5.8,84.2,611729.0,20.3,51.9,1917.0,33009,32899,48.9,57824.0,373599.0,2419,818,1306,741.0,1510,312,1887
55,randolphcounty,22913,al,randolphcountyal,407,9164,423,483,75.0,0,4436,4983,658,0,7674,8529,1490,0,18783.0,20868,2939,0,3113,3463.0,453,0,20.9,21.1,5.6,16.5,79.6,1427.0,0.5,0.5,19.2,3.0,0.1,1.7,78.0,75.4,76.6,8702.0,12157.0,96100.0,2.55,43395,24721,1.3,580.55,2.1,89.4,251564.0,27.9,51.2,1373.0,21967,22913,39.5,15587.0,158271.0,2071,644,1002,290.0,1725,223,1588
56,russellcounty,52947,al,russellcountyal,574,21229,702,1421,220.0,6,5800,9652,764,16,9226,16825,1739,62,24032.0,39420,3927,111,3210,5404.0,754,24,14.8,24.1,6.9,17.8,83.8,3307.0,0.7,0.9,45.5,5.8,0.3,2.7,49.9,45.8,60.2,23262.0,28118.0,122000.0,2.47,42443,23470,3.7,641.14,6.6,82.0,1209152.0,24.8,52.1,5817.0,59183,52947,82.6,70237.0,499713.0,4546,1940,2331,1754.0,2657,625,3786
57,shelbycounty,195085,al,shelbycountyal,2574,74072,1418,1919,4.0,0,33173,44586,47,0,26574,36752,98,0,126073.0,172280,353,0,13646,18409.0,60,0,16.0,23.2,5.6,42.9,92.7,18361.0,0.4,2.3,13.3,5.8,0.1,1.4,82.5,77.2,80.5,79630.0,89133.0,211900.0,2.64,77799,38549,5.6,784.93,8.2,86.8,1700041.0,28.9,51.7,12648.0,223024,195085,248.5,334421.0,2567384.0,18665,5937,10504,2636.0,15391,2036,15653
58,st.claircounty,83593,al,st.claircountyal,1967,31624,782,927,0.0,0,16384,18733,0,0,21797,25384,0,0,68877.0,78916,0,0,8880,2416.0,0,0,16.9,22.5,5.8,16.1,84.6,5822.0,0.4,0.9,9.7,2.4,0.1,1.5,87.5,85.4,79.9,32036.0,37258.0,154900.0,2.68,58308,26409,1.6,631.9,2.6,88.0,931311.0,29.6,50.5,6296.0,91103,83593,132.3,89759.0,704432.0,6119,1853,3678,504.0,5421,657,5196
59,sumtercounty,13763,al,sumtercountyal,718,5629,444,568,139.0,0,2005,2595,579,5,5555,7250,1480,10,8951.0,11741,2483,21,1523,1823.0,447,3,18.7,19.0,5.7,21.6,86.7,709.0,0.2,1.9,71.4,1.2,0.0,0.8,25.6,24.9,64.1,5202.0,6929.0,74400.0,2.29,24320,16799,1.6,903.89,3.4,93.7,740163.0,26.0,54.3,481.0,12345,13763,15.2,10677.0,62101.0,875,372,430,571.0,261,70,762
60,talladegacounty,82291,al,talladegacountyal,3143,31890,1464,2231,0.0,0,13563,17351,10,0,25131,33313,13,0,59391.0,75022,37,0,7984,10382.0,5,0,18.5,20.9,5.3,15.0,80.3,4128.0,0.4,0.7,33.0,2.4,0.0,1.8,64.1,62.3,71.3,31395.0,38092.0,105300.0,2.45,41325,23305,1.5,736.78,3.3,86.7,740163.0,24.6,51.9,5252.0,82149,82291,111.7,44746.0,743404.0,4812,1857,2477,1158.0,3451,434,4106
61,tallapoosacounty,41616,al,tallapoosacountyal,576,16985,1085,1354,28.0,0,7142,8496,460,0,13082,16295,815,0,33202.0,38797,2227,0,5778,6661.0,398,0,22.3,20.4,5.3,18.4,80.7,2668.0,0.4,0.6,27.0,2.5,0.1,1.4,70.5,68.7,74.9,16205.0,22664.0,109300.0,2.46,45828,25217,1.5,716.52,2.6,90.2,456294.0,28.0,51.5,2787.0,41311,41616,58.1,36964.0,361849.0,2602,701,1675,396.0,2067,304,2152
62,tuscaloosacounty,194656,al,tuscaloosacountyal,10423,76141,1112,2886,23.0,0,21923,34422,836,0,26868,53687,817,0,90383.0,152578,3266,0,10131,16562.0,453,0,13.8,21.0,6.0,30.7,88.3,12880.0,0.4,1.6,32.4,4.0,0.1,1.3,64.2,60.8,63.7,72461.0,92792.0,170400.0,2.72,53326,26789,3.8,1321.76,5.5,82.6,14291085.0,22.8,51.9,10059.0,227036,194656,147.3,44746.0,2619255.0,14255,5171,7482,3303.0,10334,1328,12014
63,walkercounty,67023,al,walkercountyal,866,26571,1175,1425,0.0,0,12094,13868,28,0,22899,26247,49,0,53204.0,61228,167,0,8161,9662.0,36,0,19.5,22.2,6.1,11.3,81.8,3673.0,0.6,0.6,6.2,2.6,0.1,1.6,90.9,88.8,77.2,25019.0,31352.0,104300.0,2.53,43629,23882,1.5,791.19,2.3,86.3,505651.0,28.4,51.2,3882.0,65342,67023,84.7,75287.0,963493.0,4641,1608,2597,472.0,3997,367,4018
64,washingtoncounty,17581,al,washingtoncountyal,147,6758,228,236,49.0,0,4100,4349,516,0,7199,7601,788,0,16113.0,17045,1966,0,2323,2503.0,315,0,19.7,22.1,5.5,12.7,82.6,992.0,8.0,1.1,23.3,1.6,0.1,1.4,66.0,65.0,82.7,5990.0,8634.0,89100.0,2.74,41370,26752,2.7,1080.21,1.3,93.4,740163.0,33.4,51.0,961.0,15388,17581,16.3,44746.0,75720.0,1176,402,583,341.0,789,132,998
65,wilcoxcounty,11670,al,wilcoxcountyal,108,4484,666,683,220.0,0,3040,3127,1305,1,6152,6260,2763,3,11304.0,11591,4897,5,1696,1738.0,738,1,20.3,23.3,6.3,12.5,76.5,530.0,0.2,0.2,71.1,1.4,0.0,0.8,27.6,26.9,67.9,3854.0,5840.0,79400.0,2.71,31014,16841,0.6,888.5,2.7,93.1,740163.0,27.1,52.5,382.0,10600,11670,13.1,44746.0,72837.0,862,315,467,512.0,314,137,669
66,winstoncounty,24484,al,winstoncountyal,301,10163,474,614,7.0,0,4142,4718,213,0,8930,10159,415,0,19554.0,22073,1033,0,3320,3821.0,204,0,21.9,20.2,5.3,12.8,78.8,1648.0,0.9,0.4,1.0,3.3,0.2,1.7,95.9,93.3,79.4,9917.5,13765.0,86100.0,2.44,35788,22952,1.5,612.98,2.5,88.7,608159.0,31.4,50.8,1376.0,23540,24484,39.9,44746.0,165007.0,1836,638,919,40.0,1667,253,1517
67,aleutianseastborough,3141,ak,aleutianseastboroughak,1726,553,126,131,7.0,34,346,360,56,35,1047,1081,458,418,2950.0,3041,1226,1119,145,151.0,44,42,10.5,7.6,2.0,11.5,85.5,216.0,20.2,43.4,10.2,14.8,1.2,3.9,21.1,9.1,63.8,890.0,755.0,119900.0,2.61,69250,33939,27.1,6981.94,33.8,83.6,740163.0,5.2,32.5,144.0,3420,3141,0.4,44746.0,275248.0,300,28,208,220.0,47,0,278
68,aleutianswestcensusarea,5561,ak,aleutianswestcensusareaak,2543,1212,133,159,103.0,103,497,602,204,204,999,1317,434,433,3409.0,4570,1190,1185,139,168.0,75,75,7.4,11.4,3.3,17.0,89.5,216.0,12.1,40.1,7.1,14.0,2.5,4.3,33.9,23.6,28.2,1187.0,1966.0,279200.0,3.74,87466,39647,41.6,4390.28,58.2,80.3,598515.0,8.0,34.0,283.0,5232,5561,1.3,14236.0,53426.0,343,66,229,157.0,156,0,297
69,anchoragemunicipality,291826,ak,anchoragemunicipalityak,8450,107332,987,3578,3.0,0,23380,55038,105,2,14114,41102,62,3,89739.0,212595,631,18,5869,14832.0,41,0,11.7,24.0,6.9,36.1,93.9,20976.0,9.1,10.0,6.0,9.4,2.8,8.4,63.8,57.1,61.3,106567.0,119276.0,314800.0,2.69,84928,41415,10.9,1704.68,17.8,80.2,479841.0,18.9,49.1,26958.0,291247,291826,171.2,1106192.0,4966800.0,26033,9530,12937,5351.0,19271,3291,21070
70,bethelcensusarea,17013,ak,bethelcensusareaak,338,4651,2299,2403,1826.0,1473,5029,5548,3380,2780,7887,8295,6009,4835,16444.5,14732,8747,7127,822,896.0,626,500,7.9,35.6,10.7,11.9,80.9,667.0,83.9,1.0,1.0,2.7,0.2,3.7,10.3,9.6,58.2,4489.0,6034.0,83600.0,3.83,53553,19885,2.3,40570.0,62.7,87.9,740163.0,7.3,48.4,631.0,18666,17013,0.4,44746.0,162806.0,1121,187,840,761.0,299,173,889
71,bristolbayborough,997,ak,bristolbayboroughak,16,423,42,42,24.0,0,225,225,127,1,203,203,116,2,996.0,997,561,7,83,83.0,51,2,16.3,17.8,6.9,22.5,94.0,212.0,35.0,1.8,0.8,7.4,0.2,20.5,41.6,39.6,53.8,9917.5,977.0,188800.0,2.51,79808,44168,2.2,503.84,6.9,80.0,740163.0,8.2,47.6,78.0,844,997,2.0,15711.0,15825.0,301,61,191,97.0,182,36,231
72,denaliborough,1826,ak,denaliboroughak,36,806,25,25,25.0,25,411,411,411,411,604,604,604,603,1826.0,1826,1826,1822,137,137.0,137,137,11.3,19.0,4.6,41.1,98.5,195.0,5.1,5.4,2.1,3.8,0.0,4.5,82.9,79.5,81.6,613.0,1765.0,223000.0,2.32,81719,34365,7.7,12751.41,11.9,63.2,740163.0,16.9,44.1,132.0,1619,1826,0.1,63891.0,13431.0,301,105,125,0.0,272,0,259
73,dillinghamcensusarea,4847,ak,dillinghamcensusareaak,52,1563,548,574,467.0,331,1394,1523,894,668,1941,2063,1525,1138,4074.0,4513,2462,1730,290,326.0,187,122,10.0,31.4,9.7,22.1,86.3,863.0,73.0,0.9,0.8,3.7,0.2,9.3,15.8,14.7,62.0,1427.0,2456.0,183500.0,3.2,56898,25993,2.3,18568.78,38.0,84.8,740163.0,8.5,49.3,141.0,4857,4847,0.3,4650.0,58381.0,1186,329,660,814.0,320,59,1086
74,fairbanksnorthstarborough,97581,ak,fairbanksnorthstarboroughak,4313,36441,607,1025,8.0,5,17901,22929,1296,198,14699,20017,825,229,69363.0,87959,5178,910,4055,5405.0,392,110,11.2,23.8,7.4,31.4,94.5,5992.0,8.2,3.4,5.3,8.2,0.6,6.9,75.6,69.2,58.9,36188.0,44305.0,240000.0,2.62,76992,37025,5.4,7338.21,10.0,80.2,1941169.0,19.1,46.2,11305.0,95655,97581,13.3,255345.0,1732505.0,7301,2470,3581,920.0,5902,892,5936
75,hainesborough,2508,ak,hainesboroughak,0,1149,32,48,0.0,0,284,389,99,84,507,608,253,212,1479.0,1920,519,434,183,2416.0,58,46,21.7,18.0,4.5,33.8,97.5,390.0,10.8,0.9,0.6,3.6,0.1,7.9,79.8,77.1,66.4,1007.0,1687.0,254000.0,2.46,58059,31731,5.1,2318.6,8.4,86.9,26314.0,8.6,50.2,170.0,2080,2508,1.1,5676.0,21616.0,541,240,231,66.0,438,27,491
76,hoonah-angooncensusarea,2150,ak,hoonah-angooncensusareaak,0,913,281,281,279.0,270,424,424,418,404,674,674,669,644,2150.0,2150,2137,2047,288,288.0,287,275,24.0,17.8,4.6,21.3,93.7,289.0,38.1,1.0,2.2,6.0,0.2,9.7,48.8,46.6,75.5,791.0,1768.0,223600.0,2.51,59803,36091,5.6,7524.92,12.0,87.5,740163.0,11.8,46.8,198.0,2365,2150,0.3,8414.0,11379.0,256,59,157,56.0,181,60,172
77,juneaucityandborough,31275,ak,juneaucityandboroughak,887,12187,526,661,13.0,3,4868,6215,18,0,3266,3936,21,8,20058.0,25445,157,30,1520,2416.0,13,2,14.0,21.1,5.7,38.4,96.4,2860.0,12.1,6.9,1.5,7.0,1.2,9.7,68.6,64.1,64.8,12676.0,13852.0,345900.0,2.5,88390,43680,8.8,2701.93,12.8,81.0,75363.0,16.1,49.1,2336.0,32255,31275,11.6,81532.0,491438.0,3703,1098,1891,587.0,2835,393,3034
78,kenaipeninsulaborough,55400,ak,kenaipeninsulaboroughak,1722,22161,974,1254,240.0,68,10773,12430,2066,357,13222,15172,2949,549,45784.0,52147,8785,1558,5023,5777.0,1133,176,18.4,22.5,5.9,24.6,92.7,6770.0,8.0,1.9,0.8,4.3,0.3,5.8,83.3,80.0,72.8,9917.5,31439.0,242200.0,2.63,66064,34226,3.3,16075.33,8.1,84.2,740163.0,19.8,47.8,4979.0,58799,55400,3.4,149408.0,804150.0,7362,2182,3915,683.0,6378,941,5935
79,ketchikangatewayborough,13477,ak,ketchikangatewayboroughak,246,5305,70,313,4.0,3,1140,1903,0,0,843,1839,1,1,4732.0,7976,39,24,437,702.0,12,7,16.5,21.7,5.6,25.3,92.8,1375.0,13.9,8.2,1.1,5.6,0.4,9.1,67.4,63.9,61.6,5397.0,6458.0,289900.0,2.51,72728,37590,9.0,4858.41,11.0,83.1,152394.0,14.2,48.9,1090.0,13948,13477,2.8,45742.0,235907.0,1978,527,888,184.0,1697,176,1511
80,kodiakislandborough,13592,ak,kodiakislandboroughak,336,4630,338,404,7.0,78,2064,3101,422,192,1857,2850,532,310,16444.5,10942,1633,644,537,762.0,116,56,11.4,24.9,7.3,28.0,89.8,1485.0,13.1,21.9,1.3,8.6,1.0,7.7,55.0,49.1,54.6,4261.0,5501.0,282100.0,3.08,85839,32876,19.8,6549.58,27.0,79.6,740163.0,11.3,46.9,1064.0,13101,13592,2.1,31518.0,115874.0,1919,481,1090,459.0,1337,188,1616
81,lakeandpeninsulaborough,1631,ak,lakeandpeninsulaboroughak,37,553,259,259,259.0,259,492,492,492,492,679,679,679,678,1631.0,1631,1631,1630,127,127.0,127,127,11.5,28.6,9.9,16.1,88.0,240.0,61.7,3.1,1.3,3.5,0.3,10.0,23.7,22.3,71.5,421.0,1511.0,114900.0,3.03,44135,24836,2.2,23652.01,11.3,90.8,57077.0,5.8,48.9,61.0,1476,1631,0.1,9800.0,275248.0,456,51,366,291.0,152,135,315
82,matanuska-susitnaborough,88995,ak,matanuska-susitnaboroughak,1370,31824,703,938,91.0,32,20543,23938,1131,300,17607,20652,2007,520,71009.0,82786,5525,1436,5403,2416.0,665,188,12.7,26.4,6.8,21.6,92.9,7656.0,6.9,1.7,1.3,5.2,0.4,7.0,82.5,78.6,77.1,31217.0,42120.0,249000.0,3.31,75493,31232,3.3,24607.9,6.2,84.8,53844.0,34.9,48.1,10560.0,107081,88995,3.6,135542.0,1039070.0,7648,2621,3964,823.0,6498,789,6522
83,nomecensusarea,9492,ak,nomecensusareaak,219,2815,1032,1185,520.0,519,1809,2306,807,801,2984,3415,1442,1440,4819.0,6260,2196,2178,256,2416.0,133,132,8.0,34.6,10.0,16.1,84.6,551.0,75.3,1.5,0.9,2.9,0.2,6.5,15.7,14.9,60.5,2844.0,4100.0,154600.0,3.3,61048,23581,2.5,22961.76,31.0,84.1,740163.0,6.7,47.4,394.0,10046,9492,0.4,14821.0,78672.0,676,212,380,381.0,264,61,578
84,northslopeborough,9430,ak,northslopeboroughak,2652,2029,379,614,201.0,196,699,1412,342,327,1073,1791,670,651,4758.0,6855,3575,3469,180,285.0,109,107,7.5,26.8,7.9,16.5,89.7,276.0,53.2,5.5,1.6,4.3,1.8,5.3,32.7,30.9,52.7,1979.0,2631.0,152500.0,3.36,79306,48730,6.3,88695.41,32.9,85.4,740163.0,6.1,37.6,509.0,11031,9430,0.1,132940.0,94922.0,331,106,151,193.0,104,0,269
85,northwestarcticborough,7523,ak,northwestarcticboroughak,382,1919,760,858,653.0,542,1478,1800,1269,996,2476,2903,2179,1807,3971.0,4857,3434,2754,210,249.0,177,134,7.3,36.2,10.5,13.2,82.5,235.0,79.6,1.0,1.8,3.7,0.2,5.7,11.7,10.7,56.2,9917.5,2756.0,141400.0,4.06,60906,23780,1.5,35572.58,35.6,87.2,740163.0,5.8,46.2,286.0,7793,7523,0.2,6115.0,275248.0,257,73,148,163.0,72,25,215
86,petersburgborough,3815,ak,petersburgboroughak,43,1599,133,180,16.0,6,313,544,47,15,215,418,25,9,1402.0,2385,168,58,149,274.0,14,5,20.5,20.2,5.4,28.4,89.7,770.0,11.3,3.7,1.8,5.8,0.9,7.5,74.7,70.9,68.8,1187.0,1712.0,227400.0,2.68,69948,36112,8.8,3281.98,16.8,85.7,104944.0,8.8,48.1,298.0,3398,3815,1.2,5232.0,44160.0,884,196,505,120.0,720,103,750
87,princeofwales-hydercensusarea,5559,ak,princeofwales-hydercensusareaak,50,2194,109,174,76.0,64,547,986,254,209,849,1368,491,400,2306.0,3960,1262,1043,246,2416.0,151,133,18.1,22.3,5.3,18.3,90.8,579.0,42.6,1.2,0.6,3.9,0.4,8.6,46.5,44.9,72.8,2371.0,3446.0,174900.0,2.66,52379,27080,3.1,3922.87,5.7,86.0,740163.0,15.6,45.1,445.0,5753,5559,1.4,10620.0,48167.0,727,167,399,174.0,507,41,617
88,sitkacityandborough,8881,ak,sitkacityandboroughak,255,3545,116,189,10.0,6,738,1125,9,5,555,941,0,0,3066.0,4541,60,35,283,2416.0,3,2,16.1,20.6,5.0,33.4,94.7,1320.0,15.7,7.6,1.0,7.4,0.4,9.4,65.8,61.7,59.3,3547.0,4252.0,358600.0,2.36,73682,39615,8.4,2870.34,12.4,79.6,740163.0,10.9,49.0,593.0,8458,8881,3.1,30347.0,98539.0,1649,350,921,192.0,1369,168,1294
89,skagwaymunicipality,968,ak,skagwaymunicipalityak,32,436,3,6,0.0,0,10,24,0,0,14,28,1,0,82.0,158,3,0,7,13.0,1,0,15.8,15.4,4.7,29.6,94.7,141.0,5.5,2.4,0.8,6.7,0.3,4.7,86.3,80.8,53.3,375.0,719.0,338500.0,2.51,73906,39453,8.9,452.33,11.0,76.2,740163.0,5.7,47.6,59.0,1240,968,2.1,13021.0,32222.0,191,55,80,0.0,139,0,140
90,southeastfairbankscensusarea,7029,ak,southeastfairbankscensusareaak,369,2567,119,128,77.0,60,1656,1764,506,266,1776,1901,695,439,6244.0,6668,2090,1189,585,2416.0,215,132,15.6,24.9,7.7,19.7,89.9,539.0,12.0,2.5,2.1,7.0,0.6,5.4,77.4,72.4,73.5,2170.0,3904.0,170900.0,3.05,70056,32193,11.0,24768.81,19.1,79.6,740163.0,14.4,45.0,689.0,6808,7029,0.3,16534.0,78590.0,696,172,349,37.0,624,73,531
91,wrangellcityandborough,2369,ak,wrangellcityandboroughak,19,1053,17,47,7.0,3,188,258,105,34,207,330,119,38,876.0,1270,506,161,135,200.0,70,20,24.5,19.7,4.2,19.4,86.5,319.0,16.7,3.2,0.6,3.0,0.0,10.8,68.8,66.6,67.9,9917.5,1464.0,216200.0,2.38,53894,32286,2.8,2541.48,3.9,90.7,740163.0,9.7,48.0,224.0,2127,2369,0.9,2858.0,27665.0,441,121,242,41.0,383,70,313
92,yakutatcityandborough,662,ak,yakutatcityandboroughak,18,270,11,20,0.0,0,68,139,0,0,104,201,1,0,280.0,541,2,0,29,50.0,0,0,21.1,17.6,5.2,22.6,91.2,110.0,41.1,6.0,2.1,4.7,1.2,14.9,34.7,31.4,66.2,219.0,471.0,202300.0,2.65,71607,32198,4.9,7649.46,12.5,78.0,740163.0,6.6,44.6,40.0,662,662,0.1,3682.0,5210.0,102,0,50,39.0,50,0,82
93,yukon-koyukukcensusarea,5588,ak,yukon-koyukukcensusareaak,31,2217,1019,1049,1013.0,1013,1399,1450,1385,1385,2440,2528,2418,2418,5048.0,5222,5005,5005,523,532.0,522,522,15.7,27.9,7.7,13.6,86.0,351.0,68.7,0.6,1.0,3.1,0.2,6.0,23.5,22.2,72.4,1856.0,4085.0,76500.0,2.69,41413,22718,1.3,145504.79,13.4,87.5,740163.0,8.8,47.2,373.0,5343,5588,0.0,5120.0,32871.0,415,132,199,196.0,195,50,313
94,apachecounty,71518,az,apachecountyaz,941,22771,2555,2677,1657.0,772,19889,21617,11490,5918,39413,41823,24663,12405,62704.0,68078,37500,17768,7215,7830.0,4687,1862,15.8,27.0,6.7,12.3,80.4,2599.0,75.0,0.5,0.6,6.6,0.1,1.6,22.3,18.0,78.9,20867.0,33023.0,59900.0,3.37,32508,15128,1.4,11197.52,53.8,93.8,740163.0,26.9,50.6,3079.0,66021,71518,6.4,47069.0,324317.0,2787,1131,1251,1687.0,974,234,2314
95,cochisecounty,131346,az,cochisecountyaz,6271,50865,1509,2219,307.0,93,19352,25994,3305,836,31290,44020,6637,2201,90307.0,114686,17460,5071,16467,19927.0,4056,1502,23.1,21.4,5.7,23.1,87.4,6885.0,1.8,2.3,4.5,35.7,0.4,3.3,87.7,54.8,68.9,50163.0,61601.0,146800.0,2.34,49260,26819,10.7,6165.69,28.3,83.7,140955.0,20.7,49.4,18217.0,125447,131346,21.3,173384.0,1267266.0,8545,3403,3768,2751.0,5263,1316,6462
96,coconinocounty,134421,az,coconinocountyaz,8834,46711,1152,1581,731.0,592,17781,25188,5587,4192,24691,36752,10623,8117,69595.0,100138,21007,15248,7679,2416.0,2530,1683,13.0,20.0,5.3,36.2,90.5,9691.0,27.4,2.1,1.5,14.3,0.2,3.1,65.7,54.1,61.0,47447.0,67504.0,280900.0,2.67,59460,27339,4.4,18618.89,24.0,76.9,2181292.0,18.6,50.7,7342.0,145101,134421,7.2,765727.0,1896542.0,10934,3998,4766,2106.0,8172,848,9317
97,gilacounty,53597,az,gilacountyaz,917,22000,880,1080,121.0,9,7419,9649,890,165,15181,19955,2408,363,33950.0,45605,6427,946,7598,2416.0,1976,238,29.4,19.7,5.2,18.7,86.3,3315.0,18.2,0.9,0.8,18.9,0.1,1.7,78.2,61.6,75.6,21945.0,33892.0,165800.0,2.4,43524,24251,3.5,4757.93,17.1,83.1,740163.0,20.4,50.4,5498.0,53272,53597,11.3,94571.0,485998.0,4016,1495,1818,851.0,2908,406,3278
98,grahamcounty,37220,az,grahamcountyaz,3751,11120,530,647,185.0,171,8552,10061,1087,810,12504,14623,2282,1745,30264.0,35270,4374,2281,3221,3941.0,373,171,14.0,26.7,7.0,15.2,85.3,1563.0,13.5,0.7,1.9,33.2,0.2,2.0,81.7,51.0,70.3,11017.0,13770.0,138700.0,3.1,51353,18683,3.0,4622.6,20.2,82.9,740163.0,21.7,46.4,1944.0,38533,37220,8.1,36246.0,381772.0,1867,528,897,461.0,1281,154,1519
99,greenleecounty,8437,az,greenleecountyaz,35,3188,88,90,33.0,25,1451,1808,668,416,2392,2648,1167,786,5465.0,6555,2678,1617,943,991.0,518,308,13.7,27.0,7.9,13.5,88.1,267.0,4.1,0.8,2.1,47.7,0.1,2.7,90.1,45.5,48.6,9917.5,4478.0,83800.0,3.01,63473,25780,2.3,1843.13,21.4,83.2,740163.0,17.7,48.2,643.0,9563,8437,4.6,44746.0,44188.0,314,41,179,105.0,162,49,240
100,lapazcounty,20489,az,lapazcountyaz,388,9198,570,604,397.0,350,2490,3297,1241,852,8372,9733,5409,4078,16181.0,19008,10891,8351,6116,6544.0,5147,4165,39.8,16.6,4.6,12.0,76.9,800.0,18.1,0.9,1.2,28.3,0.2,3.0,76.7,56.5,71.5,9346.0,16316.0,79200.0,2.2,34643,22879,9.7,4499.63,18.0,87.8,740163.0,14.7,48.7,2526.0,16557,20489,4.6,44746.0,435958.0,1230,332,756,310.0,854,196,931
101,maricopacounty,3817117,az,maricopacountyaz,53177,1411583,13735,47353,7.0,95,237450,662285,5524,1690,236820,757010,9410,2983,903299.0,2497632,25946,5508,123489,319028.0,2822,599,15.5,23.5,6.2,32.7,87.7,336089.0,2.8,4.6,6.4,31.4,0.3,3.1,82.8,54.5,62.2,1552096.0,1789190.0,260200.0,2.75,64468,33279,14.8,9200.14,27.0,83.1,34583412.0,26.4,50.6,253833.0,4420568,3817117,414.9,9105877.0,57296663.0,324146,115146,163095,83284.0,227870,29940,278278
102,mohavecounty,200186,az,mohavecountyaz,2629,82539,2710,3732,434.0,93,24298,35041,2621,557,52982,73413,9375,2463,129844.0,174904,20584,5198,32290,41456.0,5801,1796,31.1,16.7,4.3,12.9,86.1,11375.0,3.0,1.2,1.3,16.9,0.2,2.5,91.7,76.7,69.3,86889.0,116207.0,160500.0,2.35,45587,26166,6.0,13311.08,10.5,80.9,740163.0,21.0,49.4,24447.0,213267,200186,15.0,256723.0,2712744.0,12458,4826,5714,1507.0,10515,1248,10189
103,navajocounty,107449,az,navajocountyaz,2227,35658,2530,3027,1498.0,914,23511,28399,9931,5255,43223,50482,20933,10868,80003.0,95837,32705,16086,10750,12801.0,4321,1668,18.8,26.3,6.7,15.3,83.4,5593.0,45.7,0.6,1.0,11.5,0.2,2.2,50.4,41.6,68.8,34990.0,58502.0,126100.0,3.04,40067,18935,2.9,9950.42,37.5,86.0,179802.0,21.3,50.0,7235.0,106717,107449,10.8,186631.0,1120273.0,5962,2155,2895,1880.0,3822,668,4889
104,pimacounty,980263,az,pimacountyaz,22224,388660,5190,18261,696.0,213,82305,159554,6383,903,103921,244903,12857,2103,357216.0,692797,24470,2893,63976,111545.0,3064,286,20.3,20.6,5.4,32.4,88.4,69496.0,4.4,3.3,4.2,37.8,0.2,3.0,84.8,51.2,63.2,404739.0,466299.0,184100.0,2.46,53379,29707,13.0,9187.04,28.2,80.1,8686598.0,24.9,50.8,84865.0,1043433,980263,106.7,2154716.0,11377154.0,77869,29799,36649,24973.0,49129,7462,65741
